ID,usd_goal_real,diff_days,deadline_year,deadline_month,deadline_day,deadline_weekday,launched_year,launched_month,launched_day,launched_weekday,country_recoded,main_category_recoded,subcategory_recoded,recoded_target
130771990,9604.61,35,2017,10,17,1,2017,9,12,1,3,12,15,0
1951728569,8210.27,21,2015,12,21,0,2015,11,30,0,12,11,94,0
1605522227,12500.0,30,2015,4,16,3,2015,3,17,1,22,9,77,1
1775326504,6201.94,30,2014,12,12,4,2014,11,12,2,1,6,39,1
1509304232,4394.25,30,2016,5,23,0,2016,4,23,5,9,2,32,0
229572081,1750.0,60,2010,10,20,2,2010,8,21,5,22,10,72,1
183926022,400.0,45,2011,8,30,1,2011,7,16,5,22,6,93,1
1108645695,3000.0,34,2015,5,5,1,2015,4,1,2,22,10,23,1
1274849148,58942.4,30,2014,5,22,3,2014,4,22,1,9,13,67,0
972124973,747.45,30,2014,10,18,5,2014,9,18,3,1,7,130,1
1942408238,10000.0,30,2015,9,20,6,2015,8,21,4,22,8,84,0
971236658,8019.0,44,2017,7,17,0,2017,6,3,5,22,12,11,1
1924767735,5000.0,50,2014,4,2,2,2014,2,11,1,22,7,58,0
401995474,200.0,14,2011,3,12,5,2011,2,26,5,22,0,10,0
1343838870,3000.0,29,2016,12,17,5,2016,11,18,4,22,12,115,0
1129996599,2000.0,30,2015,12,25,4,2015,11,25,2,22,6,40,0
85899078,777.24,30,2016,7,11,0,2016,6,11,5,3,14,92,1
1632717906,5500.0,30,2014,11,16,6,2014,10,17,4,22,7,58,0
433771898,7037.38,50,2017,7,26,2,2017,6,6,1,11,13,131,0
5488394,17000.0,21,2015,7,16,3,2015,6,25,3,22,7,123,0
1408117368,5000.0,36,2014,3,7,4,2014,1,30,3,22,0,114,1
334200409,12000.0,35,2017,6,8,3,2017,5,4,3,22,6,129,1
1149573726,1200.0,45,2012,4,15,6,2012,3,1,3,22,6,153,0
429999039,2265.06,30,2015,4,3,4,2015,3,4,2,20,8,62,0
142112634,150000.0,50,2015,4,22,2,2015,3,3,1,22,13,61,0
1737962381,100000.0,60,2017,8,26,5,2017,6,27,1,22,0,10,0
539729896,116500.0,32,2015,12,18,4,2015,11,16,0,22,6,55,1
51740140,14000.0,41,2013,9,22,6,2013,8,12,0,22,12,54,0
935152557,4324.39,21,2014,9,8,0,2014,8,18,0,9,8,136,1
1974621330,4000.0,49,2016,9,1,3,2016,7,14,3,22,7,41,1
1449432954,1048.77,15,2017,11,9,3,2017,10,25,2,15,6,40,0
1298051705,15838.32,30,2015,6,14,6,2015,5,15,4,9,5,7,1
